NCBI gene (formerly Entrezgene) ID	Gene name
4744	NEFH
	AC000035.1
8563	THOC5
	AC005529.1
8508	NIPSNAP1
4771	NF2
	RPEP4
	AC004882.1
	AC004882.2
164633	CABP7
55954	ZMAT5
	AC004882.3
29796	UQCR10
84164	ASCC2
8897	MTMR3
	RNU6-331P
	AC003681.1
102466742	MIR6818
101929664	HORMAD2-AS1
	CNN2P1
150280	HORMAD2
	AC003071.1
	RPS3AP51
105372988	AC002378.1
110806283	LIF-AS1
3976	LIF
91370	AC004264.1
5008	OSM
	AC004264.2
652968	CASTOR1
	AC004997.1
83874	TBC1D10A
10291	SF3A1
550631	CCDC157
200312	RNF215
23541	SEC14L2
	AC004832.3
	AC004832.5
	RNU6-564P
	AC004832.4
51537	MTFP1
	AC004832.6
	AC004832.2
266629	SEC14L3
	AC004832.1
	SDC4P
284904	SEC14L4
730005	SEC14L6
	SIRPAP1
9514	GAL3ST1
23481	PES1
	AC005006.1
6948	TCN2
339665	SLC35E4
150290	DUSP18
	AC003072.1
	AC003072.2
23762	OSBP2
100422912	MIR3200
	EIF4HP2
150291	MORC2-AS1
22880	MORC2
	TUG1
	AC004542.5
	AC004542.4
	AC004542.6
	AC004542.3
	AC004542.2
	AC004542.1
	AC005005.4
	RN7SL633P
6525	SMTN
	AC005005.3
140606	SELENOM
	AC005005.2
27124	INPP5J
50487	PLA2G3
	AC005005.1
100500901	MIR3928
91445	RNF185
	RNF185-AS1
3985	LIMK2
	RNU6-1128P
113791	PIK3IP1
101929760	PIK3IP1-DT
	RNA5SP496
23598	PATZ1
	LINC01521
	RNU6-338P
4733	DRG1
56478	EIF4ENIF1
	AL096701.3
	RNU6-28P
9814	SFI1
	AL096701.4
	H2AZP6
	AL096701.2
	AL096701.1
23761	PISD
102465666	MIR7109
253143	PRR14L
9681	DEPDC5
	Z82190.2
	RN7SL20P
	AL022331.1
	RNU6-201P
	Z82190.1
25775	C22orf24
7533	YWHAH
	AL008719.1
	LINC02558
	RN7SL305P
	Z74021.1
6523	SLC5A1
23782	AP1B1P1
	Z83839.1
	AP1B1P2
	Z83839.2
150297	C22orf42
	AL008723.1
	AL008723.3
10739	RFPL2
	IGLCOR22-1
	SLC5A4-AS1
6527	SLC5A4
	CPSF1P1
	AL008723.2
	AL021937.3
10738	RFPL3
	IGLCOR22-2
10737	RFPL3S
	AL021937.6
	AL021937.5
339666	AL021937.1
	IGLVIVOR22-2
	AL021937.4
	AL021937.2
51493	RTCB
129138	ANKRD54
254240	BPIFC
25793	FBXO7
8224	SYN3
	Z82246.1
	RNA5SP497
	Z73495.1
7078	TIMP3
	Z83846.1
105373006	LINC01640
	Z82198.1
	Z82198.3
9215	LARGE1
	Z82198.2
	Z82173.1
100616295	MIR4764
109616998	SNORA50B
	Z69713.1
	LARGE-IT1
100506195	LARGE-AS1
	Z73429.1
105373010	LINC01643
	Z68323.1
	AL021877.1
	AL021877.2
	Z82196.1
	Z82196.2
	LINC02885
91464	ISX
104310353	LINC01399
	Z99755.2
	Z99755.1
	RNU7-167P
10042	HMGXB4
	AL008635.1
10043	TOM1
100500826	MIR3909
102464824	MIR6069
	Z82244.2
	Z82244.1
3162	HMOX1
4627	MYH9
4174	MCM5
	AL022334.1
	AL022334.2
23551	RASD2
4151	MB
	AL049747.1
80830	APOL6
	AL049748.1
	MRPS16P3
80831	APOL5
23543	RBFOX2
	NDUFA9P1
	Z82217.1
	Z95114.4
	Z95114.1
	Z95114.2
	Z95114.3
80833	APOL3
	MTCO1P20
	MTCO2P20
	MTATP6P20
	MTCO3P20
	MTCYBP34
	MTND1P10
80832	APOL4
23780	APOL2
8542	APOL1
102465491	MIR6819
	Z82215.1
	FO393418.1
	RPS15AP38
	AL022313.2
25828	TXN2
80020	FOXRED2
8664	EIF3D
11078	TRIOBP
	AL022313.1
	AL022313.3
	AL022313.4
10369	CACNG2
	AL049749.1
	Z80897.2
11020	IFT27
	Z80897.1
5816	PVALB
	Z82185.1
107985578	NCF4-AS1
4689	NCF4
1439	CSF2RB
	CSF2RBP1
100506241	LL22NC01-81G9.3
339669	TEX33
7263	TST
	Z73420.1
4357	MPST
	Z73420.2
79734	KCTD17
	RN7SKP214
164656	TMPRSS6
	AL022314.1
3560	IL2RB
	Z82188.2
114904	C1QTNF6
6753	SSTR3
	Z82188.1
5880	RAC2
27128	CYTH4
114794	ELFN2
100506271	Z94160.1
	Z94160.2
4242	MFNG
29775	CARD10
	AL022315.1
11135	CDC42EP1
3957	LGALS2
26088	GGA1
23616	SH3BP1
	Z83844.2
101927051	PDXP-DT
57026	PDXP
	RN7SL385P
3956	LGALS1
79159	NOL12
	Z83844.1
3005	H1-0
23464	GCAT
8484	GALR3
724028	MIR658
724029	MIR659
51386	EIF3L
	AL022311.1
	RNU6-900P
85377	MICALL1
	AL031587.5
84645	C22orf23
	AL031587.3
5435	POLR2F
102465492	MIR6820
6663	SOX10
100616146	MIR4534
	AL031587.1
	AL031587.4
9463	PICK1
	AL031587.2
23539	SLC16A8
80115	BAIAP2L2
	AL022322.1
8398	PLA2G6
	AL022322.2
23764	MAFF
25829	TMEM184B
	AL020993.1
	RN7SL704P
1454	CSNK1E
102800317	TPTEP2-CSNK1E
	TPTEP2
	Z98749.1
	Z97056.2
	Z97056.1
3761	KCNJ4
	Z97056.3
11015	KDELR3
10521	DDX17
11144	DMC1
	RPS29P31
646851	FAM227A
25776	CBY1
	AL021707.4
	AL021707.2
	AL021707.9
56993	TOMM22
9929	JOSD1
9567	GTPBP1
	PRDX3P1
25777	SUN2
	AL021707.5
	AL021707.3
	AL021707.8
	AL021707.1
	AL021707.6
	AL021707.7
10126	DNAL4
23467	NPTXR
23466	CBX6
	AL022318.5
	AL022318.1
200315	APOBEC3A
100913187	APOBEC3A
9582	APOBEC3B
100874530	APOBEC3B-AS1
27350	APOBEC3C
	AL022318.4
140564	APOBEC3D
200316	APOBEC3F
	AL022318.2
60489	APOBEC3G
	AL031846.1
164668	APOBEC3H
23492	CBX7
	COX5BP7
	AL031846.2
	FUNDC2P4
5155	PDGFB
	AL031590.1
	AL022326.1
6122	RPL3
116938	SNORD83B
116937	SNORD83A
26807	SNORD43
9145	SYNGR1
	AL022326.2
10454	TAB1
4248	MGAT3
104502417	MGAT3-AS1
54471	MIEF1
	AL022312.1
468	ATF4
91582	RPS19BP1
8911	CACNA1I
150350	ENTHD1
	MTFR2P2
	RN7SKP210
	UQCRFS1P1
9402	GRAP2
	Z82206.1
113828	FAM83F
114841040	Z83847.1
23112	TNRC6B
	RPL7P52
158	ADSL
	AL022238.3
706	TSPO
27352	SGSM3
	SGSM3-AS1
57591	MRTFA
	AL022238.2
	AL022238.1
101927257	MRTFA-AS1
	COX6B1P3
	RPL4P6
	GAPDHP37
2847	MCHR1
10478	SLC25A17
	Z98048.1
	JTBP1
100616283	MIR4766
6767	ST13
63929	XPNPEP3
150353	DNAJB7
	RNU6-379P
9978	RBX1
	AL080243.2
	AL080243.1
100302237	MIR1281
2033	EP300
	RNU6-375P
	AL035658.1
	EP300-AS1
	LRRC37A14P
83746	L3MBTL2
	L3MBTL2-AS1
150356	CHADL
5905	RANGAP1
102466758	MIR6889
23264	ZC3H7B
7008	TEF
	RNU6-495P
	AL008582.1
10766	TOB2
84844	PHF5A
50	ACO2
171568	POLR3H
105373044	AL023553.1
27254	CSDC2
5372	PMM1
84271	POLDIP3
27351	DESI1
2547	XRCC6
4809	SNU13
	Z83840.1
	RNU6-476P
79640	C22orf46
150365	MEI1
	HMGN2P10
	RNU6ATAC22P
79879	CCDC134
112637020	SREBF2-AS1
6721	SREBF2
407039	MIR33A
440829	SHISA8
115650	TNFRSF13C
100616259	MIR378I
79019	CENPM
	LINC00634
55964	SEPTIN3
	Z99716.1
164684	WBP2NL
	SLC25A5P1
4668	NAGA
	Z99716.2
150368	PHETA2
	SNORD13P1
91689	SMDT1
4700	NDUFA6
	AL021878.2
	NDUFA6-DT
	OLA1P1
1565	CYP2D6
107987478	CYP2D6
107987479	CYP2D6
	AC254562.1
	AC254562.2
	AC254562.3
1564	CYP2D7
	CYP2D8P
6942	TCF20
	OGFRP1
102723775	LINC01315
150372	NFAM1
	AL022316.1
94009	SERHL
27341	RRP7A
253190	SERHL2
91695	RRP7BP
	RN7SKP80
	RNU6-513P
	Z93241.1
267010	RNU12
1727	CYB5R3
267020	ATP5MGL
53947	A4GALT
	RPL5P34
	GOLGA2P4
	AL049757.1
26286	ARFGAP3
11252	PACSIN2
	AL049758.1
25809	TTLL1
100506679	AL022476.1
	AL022237.1
638	BIK
27349	MCAT
23170	TTLL12
80274	SCUBE1
105373051	SCUBE1-AS2
	Z82214.1
101927447	SCUBE1-AS1
105373054	LINC01639
758	MPPED1
	BX546033.1
	EFCAB6-AS1
64800	EFCAB6
	Z97055.1
	HMGN2P9
	Z97055.2
25830	SULT4A1
150379	PNPLA5
80339	PNPLA3
25813	SAMM50
	AL035398.1
29780	PARVB
	AL033543.1
	AL031595.3
64098	PARVG
	AL031595.1
	AL031595.2
85352	SHISAL1
	Z85994.1
	Z85994.2
101927526	LINC01656
	MRPS18CP6
	AL023973.1
84247	RTL6
	KRT18P23
	LINC00207
	LINC00229
	ANP32BP2
55615	PRR5
553158	PRR5-ARHGAP8
23779	ARHGAP8
112885	PHF21B
	Z83838.1
101927551	AL079301.1
100506714	NUP50-DT
	Z82243.1
10762	NUP50
	AL008718.3
23313	KIAA0930
100302149	MIR1249
	AL008718.2
	AL008718.1
7380	UPK3A
55007	FAM118A
27127	SMC1B
26150	RIBC2
	AL021391.1
2192	FBLN1
100506737	LINC01589
	RNU6-1161P
	Z95331.1
25814	ATXN10
100616253	MIR4762
	Z84478.1
	BX324167.2
	BX324167.1
7477	WNT7B
730668	BX537318.2
	BX537318.1
	LINC00899
	PRR34
	AL121672.3
	PRR34-AS1
400931	MIRLET7BHG
	AL121672.1
	AL121672.2
100500828	MIR3619
406883	MIRLET7A3
100616143	MIR4763
406884	MIRLET7B
5465	PPARA
	FP325332.1
150383	CDPF1
10343	PKDREJ
55020	TTC38
150384	GTSE1-DT
51512	GTSE1
55687	TRMU
9620	CELSR1
	AL031597.1
	AL021392.1
23151	GRAMD4
64781	CERK
	AL118516.1
25771	TBC1D22A
642757	TBC1D22A-AS1
	FP325331.1
	Z83836.1
339685	Z82186.1
101927722	LINC01644
400932	LINC00898
284930	AL117329.1
	AL117329.2
	FP325330.3
	FP325330.1
	FP325330.2
	BX284656.2
	BX284656.1
	AL008720.1
100422916	MIR3201
	AL008720.2
	Z72006.1
	Z82249.1
	Z84468.2
25817	TAFA5
284933	Z84468.1
100616415	MIR4535
100128946	LINC01310
105373085	AL078622.1
	Z82202.2
	RPL35P8
	Z82202.1
	AC207130.1
348645	C22orf34
	AL008636.1
	AL031593.1
100500882	MIR3667
	Z97192.1
	Z97192.2
	Z97192.3
	Z97192.4
	AL023802.1
	RN7SKP252
	RPL5P35
23774	BRD1
	Z98885.3
	Z98885.1
	Z98885.2
	AL117328.1
	AL117328.2
9889	ZBED4
79087	ALG12
	AL671710.1
79174	CRELD2
	BX539320.1
415116	PIM3
102465493	MIR6821
400935	IL17REL
164714	TTLL8
23209	MLC1
54456	MOV10L1
	AL034546.1
56666	PANX2
80305	TRABD
	AL022328.3
	AL022328.4
83642	SELENOO
	AL022328.1
	AL022328.2
85378	TUBGCP6
83933	HDAC10
6300	MAPK12
5600	MAPK11
23654	PLXNB2
414918	DENND6B
	CR559946.1
	CR559946.2
9701	PPP6R2
6305	SBF1
79924	ADM2
55586	MIOX
91289	LMF2
29781	NCAPH2
9997	SCO2
	U62317.1
1890	TYMP
440836	ODF3B
	U62317.3
105373098	KLHDC7B-DT
113730	KLHDC7B
644186	SYCE3
1375	CPT1B
	CHKB-CPT1B
1120	CHKB
100144603	CHKB-DT
	U62317.2
23542	MAPK8IP2
410	ARSA
	AC000050.1
	AC000050.3
85358	SHANK3
	RNU6-409P
105373100	AC000036.1
49	ACR
	AC002056.2
	AC002056.1
	RPL23AP82
11158	RABL2B
	LINC01986
	AC066595.1
101927174	CHL1-AS2
	AC066595.2
10752	CHL1
	RNU6-1194P
	RPS8P6
101927193	CHL1-AS1
	AC087428.1
101927215	LINC01266
	RPSAP32
	AC090044.1
	AC087430.1
	RN7SL120P
27255	CNTN6
	CRB3P1
	RPL23AP38
	RPL23AP39
	RPL21P17
	AC018814.1
	RN7SKP144
152330	CNTN4
100873976	CNTN4-AS2
	AC087427.1
	HINT2P1
	DNAJC19P4
	CNTN4-AS1
3568	IL5RA
	AC024060.1
51095	TRNT1
51185	CRBN
	AC024060.2
	AC034195.1
285362	SUMF1
100130207	SUMF1
57633	LRRN1
	AC023480.1
	PNPT1P1
	AC023483.1
6419	SETMAR
	MRPS10P2
	ITPR1-DT
3708	ITPR1
100126791	EGOT
	AC018816.2
	AC018816.1
100507582	BHLHE40-AS1
8553	BHLHE40
	RNF10P1
	UBTFL8
	AC090955.1
	AC090955.2
55207	ARL8B
	AC026202.2
	AC026202.3
9695	EDEM1
100616334	MIR4790
	RN7SL553P
	AC026202.1
	AC087857.1
	AC026167.1
	AC027119.1
	AC069277.1
101927347	GRM7-AS3
	AC069277.2
2917	GRM7
	MRPS36P1
105376946	GRM7-AS2
	AC066585.1
100873937	GRM7-AS1
	AC077690.1
101927394	LMCD1-AS1
	AC018832.1
	AC023481.1
	RNU4ATAC17P
29995	LMCD1
	AC034187.1
51066	SSUH2
	OR7E122P
859	CAV3
5021	OXTR
56852	RAD18
	AC034186.2
	AC034186.1
9901	SRGAP3
	SRGAP3-AS1
	AC037193.1
101927416	SRGAP3-AS2
100288831	SRGAP3-AS3
101927440	SRGAP3-AS4
	AC026191.1
	PGAM1P4
440944	THUMPD3-AS1
25917	THUMPD3
55209	SETD5
375323	LHFPL4
	DUSP5P2
64419	MTMR14
	AC022382.2
151835	CPNE9
7862	BRPF1
4968	OGG1
8536	CAMK1
10474	TADA3
10093	ARPC4
100526693	ARPC4-TTLL3
26140	TTLL3
	AC022382.1
285367	RPUSD3
63924	CIDEC
84522	JAGN1
132014	IL17RE
84818	IL17RC
	RNU6-882P
	AC018809.3
78987	CRELD1
	AC018809.1
285368	PRRT3
100874032	PRRT3-AS1
	AC018809.2
55831	EMC3
	EMC3-AS1
	CYCSP10
	AC022007.1
	CIDECP1
2177	FANCD2
	RNU6-670P
	CYCSP11
115795	FANCD2OS
55845	BRK1
7428	VHL
	AC034193.1
3656	IRAK2
9797	TATDN2
	AC022384.1
84657	LINC00852
51738	GHRL
100126793	GHRLOS
	AC022384.2
6396	SEC13
491	ATP2B2
100422933	MIR378B
100126334	MIR885
	ATP2B2-IT1
	ATP2B2-IT2
285370	LINC00606
	AC018495.1
6538	SLC6A11
	AC027128.1
6529	SLC6A1
100874090	SLC6A1-AS1
	AC066580.1
3269	HRH1
	AC083855.2
	CHCHD4P4
10533	ATG7
	AC083855.1
	AC026185.1
	AC022001.1
9686	VGLL4
	AC022001.2
	AC022001.3
132001	TAMM41
	FANCD2P2
	CYCSP12
	NUP210P2
	MARK2P14
	AC090958.1
	RN7SL147P
6854	SYN2
	ACTG1P12
7079	TIMP4
	MTCO1P5
	GSTM5P1
5468	PPARG
	AC091492.1
80746	TSEN2
	RNA5SP123
	RNU6-377P
100129480	MKRN2OS
23609	MKRN2
5894	RAF1
	CRIP1P1
55287	TMEM40
	KRT18P17
23066	CAND2
	AC034198.2
6161	RPL32
619563	SNORA7A
	AC034198.1
105376955	LINC02022
9922	IQSEC1
	AC069271.1
23225	NUP210
	AC027124.2
	AC027124.1
100874101	HDAC11-AS1
79885	HDAC11
2199	FBLN2
285375	LINC00620
7476	WNT7A
	VN1R20P
100132526	FGD5P1
348825	TPRXL
	AC090004.2
	VN1R21P
131474	CHCHD4
79188	TMEM43
	AC090004.1
	AC093495.1
7508	XPC
27258	LSM3
	AC093496.1
101927565	LINC01267
	RNA5SP124
6533	SLC6A6
80852	GRIP2
	RNU6-905P
	RHBDF1P1
	AC090952.2
	AC090952.1
51244	CCDC174
84077	C3orf20
	AC090957.1
	AC087591.1
152274	LINC02011
152273	FGD5
100505641	FGD5-AS1
7182	NR2C2
64432	MRPS25
64145	RBSN
	AC090954.1
	RPS3AP53
344875	COL6A4P1
23473	CAPN7
100505696	SH3BP5-AS1
9467	SH3BP5
	RNU6-454P
	HMGN2P7
131965	METTL6
85403	EAF1
	RNU6-1024P
	EAF1-AS1
8292	COLQ
100422868	MIR4270
	AC027129.1
	RN7SL110P
26061	HACL1
686	BTD
23243	ANKRD28
100422990	MIR3134
	AC090950.2
	AC090950.1
	RN7SL4P
	AC090945.1
693148	MIR563
	IMPDH1P8
	AC090946.1
117248	GALNT15
	AC090953.2
285381	DPH3
92106	OXNAD1
	AC090953.1
23180	RFTN1
	AC090948.1
	AC090948.2
	AC090948.3
	AC090948.4
	AC010727.1
	LINC00690
	AC010139.1
1618	DAZL
	AC091493.1
	CDYLP1
23228	PLCL2
100500913	MIR3714
	PLCL2-AS1
	AC090644.1
9779	TBC1D5
	AC090960.1
	AC140076.1
	RNU7-10P
	AC104451.1
105376975	AC104451.2
	AC104297.1
	PDCL3P3
	AC132807.1
	AC132807.2
6304	SATB1
	AC144521.1
	SATB1-AS1
	RAD23BP1
	RNU6-138P
131096	KCNH8
100616291	MIR4791
	AC061958.1
151651	EFHB
	HSPA8P18
5868	RAB5A
151649	PP2D1
	RNU4-85P
	SAP18P3
	RPL39P18
8850	KAT2B
100422901	MIR3135A
151648	SGO1
100874028	SGO1-AS1
101927829	SGO1-AS1
	RNU6-822P
	AC116096.1
	RNU6-815P
	AC099753.1
	VENTXP7
79750	ZNF385D
100874216	ZNF385D-AS1
100874221	ZNF385D-AS2
	HMGB1P5
	AC092421.1
	AC114477.1
	RANP7
	SALL4P5
	RPL24P7
100505877	UBE2E2-AS1
7325	UBE2E2
	AC121251.1
	RNU6-922P
	RNU6-788P
100874092	UBE2E1-AS1
7324	UBE2E1
	ARL4AP4
28512	NKIRAS1
6138	RPL15
9975	NR1D2
152024	LINC00691
	NPM1P23
7068	THRB
	RPL31P20
	THRB-IT1
	THRB-AS1
	AC012087.2
	AC012087.1
	EIF3KP2
	AC092422.1
	RN7SL216P
	RNA5SP125
5915	RARB
	CFL1P7
	RNA5SP126
	H3P10
	AC093416.1
7155	TOP2B
	AC093416.2
100616477	MIR4442
	CRIP1P2
55768	NGLY1
	AC092798.1
	TAF9BP1
54995	OXSM
285326	LINC00692
	RPEP2
	HMGB3P12
	VENTXP4
105377003	AC099754.1
116135	LRRC3B
152110	NEK10
	MICOS10P3
	RNU6-342P
	AC099535.2
9497	SLC4A7
	RPS20P15
	AC099535.1
	RNU1-96P
	AC137675.1
	AC098614.1
	AC098614.2
	KIAA1143P2
	LINC02084
8320	EOMES
105377007	LINC01980
100996624	LINC01981
	LINC01967
152100	CMC1
64343	AZI2
152098	ZCWPW2
	AC098650.1
	FAM96AP1
	AC093142.1
27303	RBMS3
	RBMS3-AS3
	MESTP4
	RPS12P5
	RBMS3-AS2
	MTND4LP9
100873977	RBMS3-AS1
	AC025614.2
	AC025614.1
101928015	LINC01985
	AC116035.1
7048	TGFBR2
	AC096921.1
	AC096921.2
339896	GADL1
100423038	MIR466
	CNN2P6
	RNA5SP127
	H3P11
	THRAP3P1
201595	STT3B
114884	OSBPL10
100874206	OSBPL10-AS1
	ZNF587P1
344787	ZNF860
	RPL21P40
	AC094019.1
	NIFKP7
23171	GPD1L
	AC094019.2
	RPSAP11
	AC097639.1
152189	CMTM8
	AC097639.2
	KRT18P15
112616	CMTM7
54918	CMTM6
102465247	MIR548AY
	AC104306.1
51143	DYNC1LI1
	AC104306.2
	IGBP1P3
	RPL30P4
25904	CNOT10
	CNOT10-AS1
	SUGT1P2
	RPL23AP43
131405	TRIM71
1233	CCR4
2720	GLB1
	SEC13P1
	SUMO2P10
643853	TMPPE
	RN7SL296P
10491	CRTAP
	AC112211.1
26032	SUSD5
	AC123900.1
25827	FBXL2
7342	UBP1
	RNU7-110P
	RNA5SP128
23122	CLASP2
	COX6CP10
	AC112220.1
	SDAD1P3
	AC112220.2
10015	PDCD6IP
101928114	LINC01811
	AC123023.2
	AC123023.1
	AC018359.1
	AC007483.1
	FECHP1
	KRT8P18
	RNU6-243P
10777	ARPP21
	ARPP21-AS1
406916	MIR128-2
	AC104308.1
	RFC3P1
6769	STAC
	NBPF21P
	RN7SKP227
85443	DCLK3
	HSPD1P6
105377031	LINC02033
	AC105749.1
9881	TRANK1
	AC011816.1
	RNU6ATAC4P
	AC011816.2
	PRADC1P1
9852	EPM2AIP1
4292	MLH1
	RPL29P11
9209	LRRFIP2
	UBE2D3P2
	RNU6-1301P
	UBE2FP1
	AC126118.1
	AC097359.1
	AC097359.3
152048	AC097359.2
2803	GOLGA4
	TCEA1P2
	RNA5SP129
339883	C3orf35
3680	ITGA9
	RNU7-73P
101928153	ITGA9-AS1
	RPL21P135
	NDUFAF4P3
10217	CTDSPL
407015	MIR26A1
50853	VILL
5333	PLCD1
	AC144536.1
9940	DLEC1
	PPP2R2DP1
30	ACAA1
	AP006309.1
4615	MYD88
9943	OXSR1
9390	SLC22A13
	AP006193.1
9389	SLC22A14
	RNU6-235P
	DLEC1P1
9942	XYLB
100128640	ACVR2B-AS1
93	ACVR2B
9941	EXOG
	AP006241.1
	DDTP1
	RPL18AP7
6331	SCN5A
6336	SCN10A
	AC116038.1
11280	SCN11A
	RNU6-1227P
57599	WDR48
64689	GORASP1
199223	TTC21A
102466743	MIR6822
64651	CSRNP1
	AC092053.3
	AC092053.2
	AC092053.4
165904	XIRP1
	AC092053.6
	DSTNP4
	AC092053.5
1524	CX3CR1
	AC092053.1
	AC104850.2
1237	CCR8
	HNRNPA1P21
	AC104850.1
	EEF1A1P24
54977	SLC25A38
3921	RPSA
574040	SNORA6
	AC099332.2
	AC099332.1
4336	MOBP
	AC092058.1
	NFU1P1
25924	MYRIP
	RNU4-56P
440952	EIF1B-AS1
	RN7SL411P
	AC099331.1
10289	EIF1B
285266	ENTPD3-AS1
	PGAM1P3
956	ENTPD3
9045	RPL14
285267	ZNF619
253639	ZNF620
	RNU5B-2P
285268	ZNF621
	RPL5P10
	EEF1GP3
	AC122683.1
	HMGN2P24
	AC099560.1
	AC099560.2
	AC099541.2
	AC099541.1
	AC009743.1
	MRPS31P1
1499	CTNNB1
54986	ULK4
	AC099537.1
	RN7SKP58
	ATP6V0E1P2
	RPL36P20
	GEMIN2P2
22906	TRAK1
	AC093414.1
	TPMTP2
	RNU4-78P
885	CCK
	AC018358.1
	SALL4P6
	EIF4BP4
131375	LYZL4
	AC092047.1
7433	VIPR1
	VIPR1-AS1
9117	SEC22C
51188	SS18L2
4820	NKTR
	AC006059.1
92999	ZBTB47
	AC006059.5
	RN7SL567P
131377	KLHL40
57467	HHATL
	AC006059.3
100874044	HHATL-AS1
	AC006059.2
152206	CCDC13
	AC006059.4
100874114	CCDC13-AS1
729083	LINC02158
25994	HIGD1A
	AC099329.1
1238	ACKR2
	AC099329.2
	AC092042.3
100506243	KRBOX1
1582	CYP8B1
	HNRNPA1P22
389114	ZNF662
100506275	KRBOX1-AS1
729085	GASK1A
	AC092042.2
84892	POMGNT2
	AC092042.1
	AC092042.4
54861	SNRK
	RN7SL517P
	SNRK-AS1
55129	ANO10
	AC097638.1
51099	ABHD5
	AC006055.1
	AC006058.2
	AC006058.3
	RNU6-367P
406929	MIR138-1
	AC006058.4
	AC006058.1
375337	TOPAZ1
	AC104187.1
285343	TCAIM
102724231	C3orf86
100506319	LINC01988
353274	ZNF445
285346	ZNF852
	EI24P3
	AC099669.1
55888	ZKSCAN7
112840933	ZKSCAN7-AS1
285349	ZNF660
	MPRIPP1
10168	ZNF197
110354863	ZNF197
100874094	ZNF197-AS1
7584	ZNF35
	AC124045.1
	SOCS5P3
91392	ZNF502
115560	ZNF501
57456	KIAA1143
56992	KIF15
693149	MIR564
131616	TMEM42
7047	TGM4
	AC098649.1
51304	ZDHHC3
	RPL12P44
23016	EXOSC7
7123	CLEC3B
	RNU5B-3P
64866	CDCP1
	RPS24P8
25907	TMEM158
23395	LARS2
	LARS2-AS1
8994	LIMD1
	LIMD1-AS1
22908	SACM1L
	RN7SL145P
	AC098476.1
54716	SLC6A20
54585	LZTFL1
	AC099782.2
	AC099782.1
10803	CCR9
79443	FYCO1
10663	CXCR6
2829	XCR1
	NRBF2P2
	FLT1P1
1232	CCR3
1230	CCR1
	UQCRC2P1
729230	CCR2
	CCR5AS
1234	CCR5
9034	CCRL2
105377068	LINC02009
4057	LTF
83597	RTP3
79442	LRRC2
83598	LRRC2-AS1
6997	TDGF1
	AC104304.2
100132146	FAM240A
	AC104304.3
	AC104304.1
259173	ALS2CL
259236	TMIE
	AC109583.1
29122	PRSS50
100287362	PRSS46P
	PRSS45P
	AC109583.4
	PRSS43P
	AC109583.2
	PRSS44P
339906	PRSS42P
4634	MYL3
5745	PTH1R
	AC109583.3
151903	CCDC12
23218	NBEAL2
	NRADDP
29072	SETD2
	MRPL57P3
	KIF9-AS1
64147	KIF9
	SNORD13P3
23276	KLHL18
	AC104447.1
	AC099778.1
25930	PTPN23
22937	SCAP
	AC099778.2
54859	ELP6
	BOLA2P2
	RN7SL870P
10675	CSPG5
6599	SMARCC1
	AC112512.1
	HIGD2AP2
22907	DHX30
	AC026318.1
100302232	MIR1226
4134	MAP4
	VPS26BP1
	AC124916.2
	RN7SL664P
	AC124916.1
993	CDC25A
	SNRPFP4
	RNU7-128P
	NDUFB1P1
100616407	MIR4443
820	CAMP
51385	ZNF589
	MRPS18AP1
10201	NME6
	FCF1P2
646424	SPINK8
100313840	MIR2115
285231	FBXW12
	RN7SL321P
5364	PLXNB1
79714	CCDC51
51372	TMA7
	AC134772.1
84126	ATRIP
11277	TREX1
51246	SHISA5
5210	PFKFB4
102465494	MIR6823
90226	UCN2
1294	COL7A1
100313843	MIR711
7384	UQCRC1
440955	TMEM89
65010	SLC26A6
102465495	MIR6824
1951	CELSR3
100616112	MIR4793
51517	NCKIPSD
102724368	LINC02585
	AC141002.1
51447	IP6K2
5576	PRKAR2A
100506637	PRKAR2A-AS1
788	SLC25A20
	ARIH2OS
10425	ARIH2
	AC137630.2
	AC137630.1
	AC137630.4
54681	P4HTM
	AC137630.5
11180	WDR6
55152	DALRD3
494337	MIR425
25915	NDUFAF3
406966	MIR191
3615	IMPDH2
	AC137630.3
54870	QRICH1
	RN7SL182P
5859	QARS1
102465536	MIR6890
10869	USP19
3913	LAMB2
	AC135506.1
64925	CCDC71
200942	KLHDC8B
646498	C3orf84
339834	IHO1
	AC121247.2
	AC121247.1
375341	C3orf62
100422952	MIR4271
7375	USP4
107986084	USP4
2876	GPX1
387	RHOA
	RHOA-IT1
6988	TCTA
	AC104452.1
275	AMT
84276	NICN1
	RNA5SP130
1605	DAG1
100132677	BSN-DT
8927	BSN
	BSN-AS1
327	APEH
4485	MST1
	AC099668.1
63891	RNF123
386724	AMIGO3
29925	GMPPB
9807	IP6K1
	COX6CP14
	AC139451.1
389118	CDHR4
389119	INKA1
7318	UBA7
100847079	MIR5193
10293	TRAIP
79012	CAMKV
	RN7SL217P
	ACTBP13
4486	MST1R
	AC105935.2
	AC105935.1
84315	MON1A
10180	RBM6
10181	RBM5
100775107	RBM5-AS1
100129060	SEMA3F-AS1
6405	SEMA3F
	AC104450.1
2779	GNAT1
10991	SLC38A3
2771	GNAI2
102464817	MIR5787
	U73169.1
	U73166.1
101928931	SEMA3B-AS1
7869	SEMA3B
102465526	MIR6872
132228	LSMEM2
7866	IFRD2
8372	HYAL3
24142	NAA80
3373	HYAL1
8692	HYAL2
11334	TUSC2
11186	RASSF1
102060282	RASSF1-AS1
	ZMYND10-AS1
51364	ZMYND10
